國立臺灣大學,地理環境資源學系,30 臺北市,164,None,None,https://nol.ntu.edu.tw/
國立臺灣大學,圖書資訊學系,30 臺北市,210,國x1.25 英x1.25 數乙x1.00 歷x1.00 公x1.00,439.35,https://nol.ntu.edu.tw/
國立臺灣大學,會計學系,30 臺北市,515,國x1.25 英x2.00 數乙x1.25 歷x1.00 地x1.00,531.75,https://nol.ntu.edu.tw/
國立臺灣大學,財務金融學系,30 臺北市,542,國x1.00 英x1.50 數乙x2.00,398.1,https://nol.ntu.edu.tw/
國立臺灣大學,企業管理學系,30 臺北市,1,None,None,https://nol.ntu.edu.tw/
國立臺灣大學,工商管理學系,30 臺北市,408,None,None,https://nol.ntu.edu.tw/
國立臺灣大學,國際企業學系,30 臺北市,381,國x1.00 英x2.00 數乙x2.00 歷x1.00 地x1.00,593,https://nol.ntu.edu.tw/
國立臺灣大學,法律學系,30 臺北市,798,None,None,https://nol.ntu.edu.tw/
國立臺灣大學,生命科學系,30 臺北市,186,英x1.00 數甲x1.00 物x1.00 化x1.00 生x1.00,397.1,https://nol.ntu.edu.tw/
國立臺灣大學,昆蟲學系,30 臺北市,94,英x1.00 數甲x1.00 物x1.00 化x1.00 生x1.00,378.3,https://nol.ntu.edu.tw/
國立臺灣大學,生化科技學系,30 臺北市,178,英x1.00 數甲x1.00 物x1.00 化x1.00 生x1.00,416.1,https://nol.ntu.edu.tw/
國立臺灣大學,化學系,30 臺北市,290,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,405,https://nol.ntu.edu.tw/
國立臺灣大學,地質科學系,30 臺北市,167,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,380.3,https://nol.ntu.edu.tw/
國立臺灣大學,大氣科學系,30 臺北市,163,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,384.3,https://nol.ntu.edu.tw/
國立臺灣大學,物理學系,30 臺北市,278,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,408.1,https://nol.ntu.edu.tw/
國立臺灣大學,數學系,30 臺北市,222,國x1.00 英x1.00 數甲x1.50 物x1.00 化x1.00,434.5,https://nol.ntu.edu.tw/
國立臺灣大學,資訊管理學系,30 臺北市,209,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,401.5,https://nol.ntu.edu.tw/
國立臺灣大學,資訊工程學系,30 臺北市,526,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,415.7,https://nol.ntu.edu.tw/
國立臺灣大學,化學工程學系,30 臺北市,473,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,407.1,https://nol.ntu.edu.tw/
國立臺灣大學,材料科學與工程學系,30 臺北市,210,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,414.4,https://nol.ntu.edu.tw/
國立臺灣大學,電機工程學系,30 臺北市,805,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,419.5,https://nol.ntu.edu.tw/
國立臺灣大學,機械工程學系,30 臺北市,650,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,406.3,https://nol.ntu.edu.tw/
國立臺灣大學,生物產業機電工程學系,30 臺北市,181,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,393.4,https://nol.ntu.edu.tw/
國立臺灣大學,工程科學及海洋工程學系,30 臺北市,190,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,400.4,https://nol.ntu.edu.tw/
國立臺灣大學,土木工程學系,30 臺北市,476,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,396.8,https://nol.ntu.edu.tw/
國立臺灣大學,生物環境系統工程學系,30 臺北市,201,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,384.6,https://nol.ntu.edu.tw/
國立臺灣大學,農藝學系,30 臺北市,162,國x1.00 英x1.00 數甲x1.00 化x1.25 生x1.25,419.03,https://nol.ntu.edu.tw/
國立臺灣大學,動物科學技術學系,30 臺北市,110,英x1.00 數甲x1.00 物x1.00 化x1.00 生x1.00,393.3,https://nol.ntu.edu.tw/
國立臺灣大學,園藝暨景觀學系,30 臺北市,231,國x1.00 英x1.00 物x1.00 化x1.50 生x1.50,464.7,https://nol.ntu.edu.tw/
國立臺灣大學,農業化學系,30 臺北市,168,國x1.00 數甲x1.00 物x1.00 化x1.00 生x1.00,388.1,https://nol.ntu.edu.tw/
國立臺灣大學,農業經濟學系,30 臺北市,179,國x1.50 英x2.00 數甲x2.00 生x1.00,489.3,https://nol.ntu.edu.tw/
國立臺灣大學,生物產業傳播暨發展學系,30 臺北市,254,國x1.50 英x1.50 數乙x1.50 歷x1.00 地x1.00,523.05,https://nol.ntu.edu.tw/
國立臺灣大學,植物病理與微生物學系,30 臺北市,127,國x1.00 英x1.00 數甲x1.00 化x1.00 生x1.00,378.6,https://nol.ntu.edu.tw/
國立臺灣大學,森林環境暨資源學系,30 臺北市,274,英x1.00 數甲x1.00 物x1.50 化x1.50 生x2.00,542.1,https://nol.ntu.edu.tw/
國立臺灣大學,獸醫學系,30 臺北市,335,國x1.00 英x1.00 數甲x1.00 化x1.00 生x1.00,403.3,https://nol.ntu.edu.tw/
國立臺灣大學,牙醫學系,30 臺北市,211,英x1.00 數甲x1.00 物x1.00 化x1.00 生x1.00,447.1,https://nol.ntu.edu.tw/
國立臺灣大學,醫學系,30 臺北市,1001,None,None,https://nol.ntu.edu.tw/
國立臺灣大學,護理學系,30 臺北市,152,國x1.00 英x1.00 數甲x1.00 化x1.00 生x1.00,374.9,https://nol.ntu.edu.tw/
國立臺灣大學,醫學檢驗暨生物技術學系,30 臺北市,125,國x1.00 英x1.00 數甲x1.00 化x1.00 生x1.00,394,https://nol.ntu.edu.tw/
國立臺灣大學,物理治療學系,30 臺北市,163,英x1.00 數甲x1.00 物x1.00 化x1.00 生x1.00,418.7,https://nol.ntu.edu.tw/
國立臺灣大學,職能治療學系,30 臺北市,156,國x1.25 英x1.50 數甲x1.00 生x1.00,376.05,https://nol.ntu.edu.tw/
國立臺灣大學,藥學系,30 臺北市,238,英x1.00 數甲x1.00 物x1.00 化x1.00 生x1.00,429,https://nol.ntu.edu.tw/
國立臺灣大學,公共衛生學系,30 臺北市,164,國x1.00 英x1.00 數甲x1.00 化x1.00 生x1.00,387.3,https://nol.ntu.edu.tw/
國立臺灣大學,社會工作學系,30 臺北市,211,國x1.25 英x1.25 數乙x1.00 歷x1.00 公x1.00,434.8,https://nol.ntu.edu.tw/
國立臺灣師範大學,教育學系,30 臺北市,262,國x1.50 英x1.50 數乙x1.00 歷x1.00 地x1.00,435.95,http://iweb.ntnu.edu.tw/aa/course_zone.html
國立臺灣師範大學,特殊教育學系,30 臺北市,188,國x1.25 英x1.25 數乙x1.00 歷x1.00 公x1.00,397.83,http://iweb.ntnu.edu.tw/aa/course_zone.html
國立臺灣師範大學,學習科學學士學位學程,30 臺北市,12,None,None,http://iweb.ntnu.edu.tw/aa/course_zone.html
國立臺灣師範大學,公民教育與活動領導學系,30 臺北市,355,國x1.25 英x1.25 數乙x1.00 公x2.00,398.93,http://iweb.ntnu.edu.tw/aa/course_zone.html
國立臺灣師範大學,社會教育學系,30 臺北市,228,國x1.50 英x1.50 數乙x1.50 歷x1.00 地x1.00,473.05,http://iweb.ntnu.edu.tw/aa/course_zone.html
國立臺灣師範大學,人類發展與家庭學系,30 臺北市,407,None,None,http://iweb.ntnu.edu.tw/aa/course_zone.html
國立臺灣師範大學,工業教育學系,30 臺北市,201,None,None,http://iweb.ntnu.edu.tw/aa/course_zone.html
國立臺灣師範大學,體育學系,30 臺北市,284,國x2.00 英x1.00 數甲x1.00 生x2.00 術x2.00,456.72,http://iweb.ntnu.edu.tw/aa/course_zone.html
國立臺灣師範大學,健康促進與衛生教育學系,30 臺北市,167,國x1.00 英x2.00 數甲x1.00 生x2.00,408.4,http://iweb.ntnu.edu.tw/aa/course_zone.html
國立臺灣師範大學,科技應用與人力資源發展學系,30 臺北市,226,國x1.00 英x1.25 數甲x1.25 物x1.00 化x1.00,338.95,http://iweb.ntnu.edu.tw/aa/course_zone.html
國立臺灣師範大學,設計學系,30 臺北市,165,None,None,http://iweb.ntnu.edu.tw/aa/course_zone.html
國立臺灣師範大學,美術學系,30 臺北市,195,None,None,http://iweb.ntnu.edu.tw/aa/course_zone.html
國立臺灣師範大學,音樂學系,30 臺北市,274,None,None,http://iweb.ntnu.edu.tw/aa/course_zone.html
國立臺灣師範大學,表演藝術學士學位學程,30 臺北市,32,國x1.75 英x1.25 術x1.50,246.22,http://iweb.ntnu.edu.tw/aa/course_zone.html
國立臺灣師範大學,歷史學系,30 臺北市,251,國x1.25 英x1.25 數乙x1.00 歷x1.50 地x1.00,441.98,http://iweb.ntnu.edu.tw/aa/course_zone.html
國立臺灣師範大學,英語學系,30 臺北市,331,None,None,http://iweb.ntnu.edu.tw/aa/course_zone.html
國立臺灣師範大學,華語文教學系,30 臺北市,439,None,None,http://iweb.ntnu.edu.tw/aa/course_zone.html
國立臺灣師範大學,臺灣語文學系,30 臺北市,93,國x2.00 英x1.75 歷x1.50 地x1.00 公x1.00,522.68,http://iweb.ntnu.edu.tw/aa/course_zone.html
國立臺灣師範大學,國文學系,30 臺北市,525,None,None,http://iweb.ntnu.edu.tw/aa/course_zone.html
國立臺灣師範大學,應用華語文學系,30 臺北市,0,國x2.00 英x2.00 歷x1.00 地x1.00,440,http://iweb.ntnu.edu.tw/aa/course_zone.html
國立臺灣師範大學,教育心理與輔導學系,30 臺北市,206,國x1.00 英x1.25 數乙x1.25 歷x1.00 公x1.00,429.15,http://iweb.ntnu.edu.tw/aa/course_zone.html
